project_facility_name,project_city,project_state,project_county,project_lat,project_long,project_status,project_mw,project_operator,event_type,event_subtype,decision,actor,actor_level,date,date_precision,source_url,source_quote
Project Cumulus,St Charles,MO,St. Charles,38.81535,-90.5454,Proposed,,,conditional_use_permit_decision,,recommended_denial,St. Charles County Planning and Zoning Commission,local,2025-07-14,day,https://www.datacenterdynamics.com/en/news/data-center-in-st-charles-missouri-receives-partial-recommendation-for-approval/,"The second, which was denied a recommendation for approval, is a request for a Conditional Use Permit for the handling of liquid petroleum products and electrical power generators."
Project Cumulus,St Charles,MO,St. Charles,38.81535,-90.5454,Proposed,,,public_hearing_held,,n_a,St. Charles County Planning and Zoning Commission,local,2025-07-14,day,https://www.ksdk.com/article/money/economy/energy/missouri-massive-data-center-st-charles-secretive-power-water-worries-polluted-groundwater-protected-wetland/63-cdae3e73-efab-4c0c-9215-938d064188e3,"The commission debated the plan at its public meeting at 6 p.m. on Monday, approving the site plan but denying the hazardous substance handling permit by a single vote."
Project Cumulus,St Charles,MO,St. Charles,38.81535,-90.5454,Proposed,,,moratorium_enacted,,approved,St. Charles City Council,local,2025-08,month,https://www.ksdk.com/article/news/local/st-charles-ai-data-center-ban-first-in-nation/63-2c50fbcf-fcad-4b8d-bbcb-3711f6c2d29d,Every city councilmember voted at a special session on Friday to enact a one-year moratorium on the acceptance of applications relating to the creation or expansion of data centers within the city.
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,rezoning_applied,Initial rezoning application filed prior to December 2024 planning board recommendation,filed,Engineered Land Solutions,developer,2024,year,https://www.datacenterdynamics.com/en/news/officials-in-north-carolina-county-void-data-center-rezoning-amid-legal-challenge/,"The Stokes County planning board voted to recommend against the plan on December 4, but the county board approved the rezoning in January."
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,rezoning_planning_commission_recommendation,,recommended_denial,Stokes County Planning Board,local,2024-12-04,day,https://www.datacenterdynamics.com/en/news/officials-in-north-carolina-county-void-data-center-rezoning-amid-legal-challenge/,"The Stokes County planning board voted to recommend against the plan on December 4, but the county board approved the rezoning in January."
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,public_hearing_held,Packed public rezoning meeting on January 12,n_a,Stokes County Board of Commissioners,local,2025-01-12,day,https://www.yahoo.com/news/articles/stokes-county-votes-start-proposed-193733203.html,Hundreds of people showed up to a Stokes County Commission rezoning meeting in January to stand against the data center.
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,rezoning_council_decision,,approved,Stokes County Board of Commissioners,local,2025-01-12,day,https://www.yahoo.com/news/articles/stokes-county-votes-start-proposed-193733203.html,"staff are directed to remove any zoning code language, map amendments, or permit authorizations resulting directly from those January 12 actions"
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,other,Text amendment approved adding data centers as permitted use in Heavy Manufacturing districts,approved,Stokes County Board of Commissioners,local,2025-01-12,day,https://www.datacenterdynamics.com/en/news/officials-in-north-carolina-county-void-data-center-rezoning-amid-legal-challenge/,"County officials had also added as a permitted use in the county's Heavy Manufacturing districts, potentially authorizing data centers as of right on all properties under that zoning county-wide"
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,lawsuit_filed,,filed,Southern Coalition for Social Justice / Southern Environmental Law Center,other,2025-03,month,https://www.datacenterdynamics.com/en/news/officials-in-north-carolina-county-void-data-center-rezoning-amid-legal-challenge/,SCSJ and SELC had filed a lawsuit on behalf of 13 residents and four cultural and environmental non-profits in March.
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,rezoning_council_decision,,vacated,Stokes County Board of Commissioners,local,2026-04,month,https://www.datacenterdynamics.com/en/news/officials-in-north-carolina-county-void-data-center-rezoning-amid-legal-challenge/,"the Stokes County board of commissioners voted this week to void the decision, noting that the county failed to meet statutory notice requirements before approving the project."
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,other,Text amendment voided — data centers no longer permitted use in Heavy Manufacturing districts county-wide,vacated,Stokes County Board of Commissioners,local,2026-04,month,https://www.datacenterdynamics.com/en/news/officials-in-north-carolina-county-void-data-center-rezoning-amid-legal-challenge/,That ordinance change has now also been voided.
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,project_suspended,,halted,Stokes County Board of Commissioners,local,2026-04,month,other_info,Rezoning decision voided
Project Delta,Walnut Cove,NC,Stokes,36.324413,-80.09938,Suspended,,Engineered Land Solutions,rezoning_applied,Developer plans to resubmit rezoning application from scratch following void,planned,Engineered Land Solutions,developer,2026-04,month,https://www.datacenterdynamics.com/en/news/officials-in-north-carolina-county-void-data-center-rezoning-amid-legal-challenge/,"The company behind the project, however, seems set to refile its application... ELS will continue working closely with county leadership on any technical updates ahead of our rezoning application resubmission."
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,project_announced,,n_a,Meta,developer,2024-11,month,https://www.datacenterdynamics.com/en/news/meta-set-to-develop-1500-acre-data-center-campus-outside-indianapolis-indiana/,"The development was reportedly known as Project Domino. Discussions with the social media firm have reportedly going on for almost two years, according to Gentry."
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,rezoning_council_decision,Tax abatement approved unanimously by Lebanon City Council,approved,Lebanon City Council,local,2024-11,month,https://www.datacenterdynamics.com/en/news/meta-set-to-develop-1500-acre-data-center-campus-outside-indianapolis-indiana/,Tax abatements for the first campus were approved unanimously at the Lebanon City Council meeting this week.
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,other,incentive_package_approved,approved,Lebanon City Council,local,2024-11,month,https://www.datacenterdynamics.com/en/news/meta-set-to-develop-1500-acre-data-center-campus-outside-indianapolis-indiana/,The Council approved an incentive package to attract [a] Meta...data center campus to the LEAP District...This first phase...is an $800 million investment!
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,rezoning_planning_commission_recommendation,,recommended_approval,Lebanon Planning Commission,local,2025-08-20,day,https://fox59.com/indiana-news/metas-1500-acre-data-center-marches-forward-in-lebanon/,"Meta's plans to build a 1,500-acre data center in Lebanon's LEAP Research and Innovation District continue to move forward after being given the thumbs up by the planning commission."
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,site_plan_applied,Site plans submitted to Lebanon planning commission,filed,Meta,developer,2025-08,month,https://fox59.com/indiana-news/metas-1500-acre-data-center-marches-forward-in-lebanon/,"The campus would contain 15 total buildings, according to plans submitted to the planning commission."
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,water_permit_applied,,filed,Meta,developer,2024-11,month,https://www.datacenterdynamics.com/en/news/meta-set-to-develop-1500-acre-data-center-campus-outside-indianapolis-indiana/,"Meta has requested a phased water supply of up to three million gallons per day and wastewater of up to 1.5 million gallons per day, phased from 2027 to 2031."
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,construction_started,,n_a,Meta,developer,2026-02,month,https://www.datacenterdynamics.com/en/news/meta-announces-1gw-data-center-campus-in-indiana/,"The company behind Facebook and Instagram this week announced it is breaking ground on a 1GW campus in Lebanon, Boone County, approximately 29 miles (47 km) northwest of downtown Indianapolis."
Project Domino (Meta),Lebanon,IN,Boone,40.05408,-86.538,Approved/Permitted/Under construction,1000,Meta,project_announced,Official 1GW campus announcement at groundbreaking,n_a,Meta,developer,2026-02-11,day,https://www.datacenterdynamics.com/en/news/meta-announces-1gw-data-center-campus-in-indiana/,"Meta announces 1GW data center campus in Indiana...February 11, 2026...This facility represents an investment of over $10 billion in data center infrastructure and the surrounding community."
Project Dorothy 1A and 1B (Soluna),near Silverton,TX,Briscoe,34.41811,-101.315,Operating,50,,project_announced,Project Dorothy referenced as part of Soluna's active development portfolio,n_a,Soluna,developer,2025-08-26,day,https://www.datacenterdynamics.com/en/news/soluna-to-develop-two-new-data-centers-in-texas-with-a-combined-capacity-of-350mw/,"Soluna now has 11 data center sites in various stages of development: Project Sophie, Project Dorothy 1 & 2, Project Kati 1, Project Grace, Project Rosa, Project Hedy, Project Ellen, and Project Annie."
Project Dorothy 2 (Soluna),near Silverton,TX,Briscoe,34.41811,-101.315,Approved/Permitted/Under construction,48,,project_announced,,n_a,Soluna,developer,2025-08-26,day,https://www.datacenterdynamics.com/en/news/soluna-to-develop-two-new-data-centers-in-texas-with-a-combined-capacity-of-350mw/,"Soluna now has 11 data center sites in various stages of development: Project Sophie, Project Dorothy 1 & 2, Project Kati 1, Project Grace, Project Rosa, Project Hedy, Project Ellen, and Project Annie."
Project Ellen (Soluna),near Rio Hondo,TX,Cameron,26.2517,-97.4894,Approved/Permitted/Under construction,100,,project_announced,Project Ellen listed among Soluna's active development portfolio,n_a,Soluna,developer,2025-08-26,day,https://www.datacenterdynamics.com/en/news/soluna-to-develop-two-new-data-centers-in-texas-with-a-combined-capacity-of-350mw/,"Soluna now has 11 data center sites in various stages of development: Project Sophie, Project Dorothy 1 & 2, Project Kati 1, Project Grace, Project Rosa, Project Hedy, Project Ellen, and Project Annie."
Project Excalibur Data Center,Fayetteville,GA,Fayette,33.44572,-84.536,Approved/Permitted/Under construction,250,QTS Data Centers,project_announced,,n_a,QTS Data Centers,developer,2022-09-20,day,https://www.datacenterdynamics.com/en/news/project-excalibur-qts-planning-16-building-66-million-sq-ft-development-in-fayetteville-georgia/,"Project Excalibur: QTS planning 16-building, 6.6 million sq ft development in Fayetteville, Georgia... September 20, 2022"
Project Excalibur Data Center,Fayetteville,GA,Fayette,33.44572,-84.536,Approved/Permitted/Under construction,250,QTS Data Centers,land_purchased,,n_a,QTS Data Centers,developer,2022-08,month,https://www.datacenterdynamics.com/en/news/project-excalibur-qts-planning-16-building-66-million-sq-ft-development-in-fayetteville-georgia/,"QTS acquired the land on Fayetteville's west side in August 2022 for $153.8 million, equating to approximately $250,000 per acre"
Project Excalibur Data Center,Fayetteville,GA,Fayette,33.44572,-84.536,Approved/Permitted/Under construction,250,QTS Data Centers,state_environmental_review_initiated,Development of Regional Impact (DRI) application filed,filed,Georgia Department of Community Affairs,state,2022-09-20,day,https://www.datacenterdynamics.com/en/news/project-excalibur-qts-planning-16-building-66-million-sq-ft-development-in-fayetteville-georgia/,Citing a development of regional impact application filed with the Georgia Department of Community Affairs
Project Excalibur Data Center,Fayetteville,GA,Fayette,33.44572,-84.536,Approved/Permitted/Under construction,250,QTS Data Centers,construction_started,Planned construction start per developer,planned,QTS Data Centers,developer,2023,year,https://www.datacenterdynamics.com/en/news/project-excalibur-qts-planning-16-building-66-million-sq-ft-development-in-fayetteville-georgia/,QTS aims to start construction in 2023 and the site is expected to reach full build-out by 2032.
