facility_name,city,state,county,lat,long,status,mw,operator_name,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary
PAX-1 Data Center,Carlisle,PA,Cumberland,40.2481,-77.1092,Proposed,1350-1800,PowerHouse Data Centers / Pennsylvania Data Center Partners,13,2025,2027,land_purchased|other|project_announced|public_hearing_held|rezoning_applied|site_plan_applied,2025(year): land_purchased=n_a by Pennsylvania Data Center Partners / PowerHouse Data Centers; 2025-01(month): rezoning_applied=in_progress by Middlesex Township; 2025-01-09(day): project_announced=n_a by Pennsylvania Data Center Partners / PowerHouse Data Centers; 2025-07-16(day): project_announced=n_a by Pennsylvania Data Center Partners / PowerHouse Data Centers; 2025-07-16(day): other=n_a by Pennsylvania Data Center Partners / PowerHouse Data Centers; 2025-07-16(day): other=planned by PPL Corporation; 2025-08-11(day): public_hearing_held=n_a by Middlesex Township Planning Commission; 2025-08-25(day): public_hearing_held=n_a by Middlesex Township Planning Commission; 2025-09(month): site_plan_applied=filed by Pennsylvania Data Center Partners / PowerHouse Data Centers; 2025-09-08(day): public_hearing_held=n_a by Middlesex Township Planning Commission; 2025-09-09(day): other=n_a by Pennsylvania Data Center Partners / PowerHouse Data Centers; 2025-09-22(day): public_hearing_held=n_a by Middlesex Township Planning Commission; 2027(year): other=planned by Pennsylvania Data Center Partners / PowerHouse Data Centers
Project Gold Data Center,Clifton Twship,PA,Lackawanna,41.24829,-75.5166,Proposed,1500,,8,2025-07-15,2025-08-11,other|project_announced|public_hearing_held|rezoning_applied,2025-07-15(day): project_announced=n_a by 1778 Rich Pike LLC; 2025-07-15(day): rezoning_applied=in_progress by Covington Township; 2025-07-15(day): rezoning_applied=in_progress by Clifton Township; 2025-07-15(day): other=n_a by 1778 Rich Pike LLC; 2025-07-15(day): other=n_a by 1778 Rich Pike LLC; 2025-07-24(day): public_hearing_held=planned by Covington Township; 2025-07-29(day): public_hearing_held=planned by Clifton Township Zoning Hearing Board; 2025-08-11(day): public_hearing_held=n_a by Pennsylvania Senate Majority Policy Committee
Flexential Collegeville Data Center,Collegeville,PA,Montgomery,40.152084,-75.476875,Operating,7.2,Flexential,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Flexential
Plymouth Township Data Center,Conshohocken (Plymouth Township),PA,Montgomery,40.087204,-75.31887,Cancelled,,,5,2025-10,2025-11-17,project_withdrawn|public_hearing_held|rezoning_planning_commission_recommendation|special_use_permit_applied,2025-10(month): special_use_permit_applied=filed by Brian O'Neill / 900 Conshohocken LLC; 2025-10-01(day): public_hearing_held=n_a by Plymouth Township Planning Agency; 2025-10-01(day): rezoning_planning_commission_recommendation=recommended_denial by Plymouth Township Planning Agency; 2025-11-17(day): public_hearing_held=n_a by Plymouth Township Zoning Hearing Board; 2025-11-17(day): project_withdrawn=withdrawn by Brian O'Neill / 900 Conshohocken LLC
Energy Capital Partners,Delta,PA,York,39.75768,-76.2754,Proposed,828,Calpine (Energy Capital Parners),2,2025-07-15,2025-07-18,other|project_announced,2025-07-15(day): other=n_a by U.S. Senator Dave McCormick / Pennsylvania Energy and Innovation Summit; 2025-07-18(day): project_announced=planned by Energy Capital Partners / Calpine Corporation
viLogics Ebensburg,Ebensburg,PA,Cambria,40.45876,-78.758766,Operating,3,viLogics,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by viLogics
Archbald Data Center ,Eynon,PA,Lackawanna,41.51232,-75.5583,Proposed,,PDC Realty LLC,6,2025-04-10,2025-09-29,land_purchased|other|project_announced|public_hearing_held|rezoning_applied,2025-04-10(day): rezoning_applied=filed by PDC Realty LLC / Jim Marzolino; 2025-05-14(day): project_announced=n_a by PDC Realty LLC / Jim Marzolino; 2025-05-14(day): other=in_progress by Archbald Borough Council; 2025-08-18(day): land_purchased=n_a by PDC Realty LLC; 2025-08-18(day): other=planned by PDC Realty LLC / Jim Marzolino; 2025-09-29(day): public_hearing_held=planned by Archbald Borough Council
Fairview Crossroads Data Center,Fairview Township,PA,York,40.206436,-76.871,Proposed,,Fairview Crossroads LLC,5,2025-06-28,2025-07,conditional_use_permit_applied|project_announced|rezoning_council_decision|rezoning_planning_commission_recommendation,2025-06-28(day): project_announced=n_a by Fairview Crossroads LLC / Elysian Partners LLC; 2025-06-28(day): rezoning_planning_commission_recommendation=recommended_approval by Fairview Township Planning Commission; 2025-06-28(day): rezoning_planning_commission_recommendation=recommended_approval by York County Planning Commission; 2025-06-28(day): rezoning_council_decision=approved by Fairview Township Board of Supervisors; 2025-07(month): conditional_use_permit_applied=planned by Fairview Crossroads LLC
Ark Pittsburgh Data Center,Freeport,PA,Armstrong,40.752384,-79.63733,Operating,1.5,Ark Data Centers,1,2023,2023,fully_operational,2023(year): fully_operational=n_a by Ark Data Centers
CloudHQ Berks 61 Hyperscale Campus,Hamburg,PA,Berks,40.57368,-76.01037,Proposed,,CloudHQ,0,,,,
Harrisburg Data Center ,Harrisburg,PA,Dauphin,40.22755,-76.8093,Proposed,,"Provident Realty (Harrisburg I, LLC)",4,2025-05-21,2027-12-31,land_purchased|other|project_announced,"2025-05-21(day): other=n_a by Dauphin County General Authority; 2025-08-20(day): land_purchased=approved by Dauphin County General Authority; 2025-08-22(day): project_announced=n_a by Provident Realty (Harrisburg I, LLC); 2027-12-31(day): other=planned by Dauphin County General Authority"
Project Hazelnut,Hazelton,PA,Luzerne,40.9272,-76.0426,Cancelled,,NorthPoint Development,8,2025,2025-11-14,other|project_announced|project_cancelled|public_hearing_held|state_environmental_review_initiated,2025(year): state_environmental_review_initiated=in_progress by Pennsylvania Department of Environmental Protection; 2025-11(month): project_announced=n_a by NorthPoint Development; 2025-11(month): other=filed by NorthPoint Development; 2025-11-10(day): public_hearing_held=n_a by Hazle Township Board of Supervisors; 2025-11-10(day): other=in_progress by Hazle Township Board of Supervisors; 2025-11-14(day): public_hearing_held=n_a by Hazle Township Board of Supervisors; 2025-11-14(day): other=denied by Hazle Township Board of Supervisors; 2025-11-14(day): project_cancelled=withdrawn by Hazle Township Board of Supervisors
Homer City Energy Campus,Homer City,PA,Indiana,40.51395,-79.1967,Approved/Permitted/Under construction,4500,Homer City Redevelopment (with Kiewit as contractor/partner),8,2023-07-01,2027,air_permit_issued|construction_started|fully_operational|lawsuit_filed|other|project_announced,2023-07-01(day): other=n_a by Homer City Generating Station; 2025-03-22(day): other=n_a by Homer City Redevelopment; 2025-04-02(day): project_announced=n_a by Homer City Redevelopment / Kiewit; 2025-11(month): air_permit_issued=approved by Pennsylvania Department of Environmental Protection; 2025-12(month): lawsuit_filed=filed by Clean Air Council / PennFuture / Sierra Club / Our Children's Trust; 2026(year): other=planned by GE Vernova; 2026-04-01(day): construction_started=n_a by Kiewit / Homer City Redevelopment; 2027(year): fully_operational=planned by Homer City Redevelopment
Breaker Street Associates LLC (aka Catalyst Commercial Dev?) Data Center,Jessup,PA,Lackawanna,41.47588,-75.5564,Proposed,600,Breaker Street Associates LLC,4,2025,2025-08-11,lawsuit_filed|other|project_announced|public_hearing_held,2025(year): other=filed by Breaker Street Associates LLC; 2025(year): lawsuit_filed=in_progress by unknown appellant; 2025-05(month): project_announced=n_a by Breaker Street Associates LLC; 2025-08-11(day): public_hearing_held=n_a by Pennsylvania Senate Majority Policy Committee
Catalyst Commercial Development LLC,Jessup,PA,Lackawanna,41.46812,-75.5516,Proposed,,,0,,,,
Jim Thorpe Data Center,Jim Thorpe,PA,Carbon,40.895737,-75.68105,Proposed,,,0,,,,
Bitfarm Scrubgrass,Kennerdell,PA,Venango,41.26942,-79.81057,Operating,63,,3,2025,2025,fully_operational|other|project_announced,2025(year): fully_operational=n_a by Bitfarms; 2025(year): project_announced=planned by Bitfarms; 2025(year): other=in_progress by Bitfarms
DaSTOR (King of Prussia) Data Center,King of Prussia,PA,Montgomery,40.08822,-75.339264,Operating,4,DaSTOR,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by DaSTOR
CoreWeave Lancaster 1,Lancaster,PA,Lancaster,40.0485,-76.2598,Proposed,100-300,Chirisa Technology Parks and Machine Investment Group,6,2025,2025-07-15,land_purchased|other|project_announced|public_hearing_held,2025(year): other=approved by City of Lancaster / Chirisa Technology Parks; 2025(year): other=n_a by City of Lancaster; 2025(year): public_hearing_held=n_a by State Rep. Chris Rabb / Lancaster City; 2025(year): other=n_a by City of Lancaster / Chirisa Technology Parks; 2025-02(month): land_purchased=n_a by Machine Investment Group; 2025-07-15(day): project_announced=n_a by CoreWeave / Chirisa Technology Parks / Machine Investment Group
CoreWeave Lancaster 2,Lancaster,PA,Lancaster,40.05947,-76.33,Proposed,100-300,Chirisa Technology Parks and Machine Investment Group,5,2025,2025-07-15,land_purchased|other|project_announced,2025(year): other=approved by City of Lancaster / Chirisa Technology Parks; 2025(year): other=n_a by City of Lancaster; 2025(year): other=planned by Chirisa Technology Parks / Machine Investment Group; 2025-02(month): land_purchased=n_a by Machine Investment Group; 2025-07-15(day): project_announced=n_a by CoreWeave / Chirisa Technology Parks / Machine Investment Group
Lumen: Lancaster 1 Data Center,Lancaster,PA,Lancaster,40.049385,-76.25195,Operating,,Lumen,0,,,,
Northern Data/ Ardent Data Center,McKees Rock,PA,Allegheny,40.43956,-80.1421,Operating,20,Northern Data,3,2024,2025-06-08,fully_operational|land_purchased|project_announced,2024(year): land_purchased=approved by Northern Data / Ardent Data Centers; 2025-06-08(day): project_announced=n_a by Northern Data / Ardent Data Centers; 2025-06-08(day): fully_operational=n_a by Northern Data / Ardent Data Centers
Robena Mine Data Center,Monongahela Township,PA,Greene,39.83526,-79.942505,Approved/Permitted/Under construction,910,Essential Utilities/ International Electric Power of Pittsburgh,9,2025-10-16,2029,construction_started|fully_operational|land_purchased|other|project_announced|public_hearing_held|site_plan_approved|water_permit_applied,2025-10-16(day): project_announced=n_a by Essential Utilities / International Electric Power of Pittsburgh; 2025-10-16(day): land_purchased=in_progress by International Electric Power of Pittsburgh; 2025-12-19(day): public_hearing_held=n_a by Greene County Planning Commission; 2025-12-19(day): site_plan_approved=approved by Greene County Planning Commission; 2025-12-19(day): water_permit_applied=planned by Essential Utilities; 2025-12-19(day): other=planned by International Electric Power of Pittsburgh; 2026(year): other=planned by International Electric Power of Pittsburgh; 2026(year): construction_started=planned by International Electric Power of Pittsburgh; 2029(year): fully_operational=planned by Essential Utilities / International Electric Power of Pittsburgh
Amazon Falls Township Data Center,Morrisville,PA,Bucks,40.15494,-74.744415,Proposed,,Amazon,7,2020,2025-06-09,land_purchased|other|project_announced|site_plan_approved,2020(year): land_purchased=n_a by NorthPoint Development; 2021-01(month): other=approved by Pennsylvania State / Regional Authorities; 2024-11(month): other=approved by Falls Township Zoning Hearing Board; 2024-11-28(day): other=approved by Falls Township Board of Supervisors; 2025-03(month): site_plan_approved=approved by Falls Township Board of Supervisors; 2025-06-09(day): project_announced=n_a by Amazon / Governor Josh Shapiro; 2025-06-09(day): other=approved by Pennsylvania Governor / PA DEP
Dorrance Township Data Center,Mountain Top,PA,Luzerne,41.080692,-75.95785,Proposed,,"Brewster Land Company, LLC",4,2025-07,2026-01-27,other|public_hearing_held,"2025-07(month): public_hearing_held=n_a by Dorrance Township Planning Commission; 2025-07-29(day): other=in_progress by Dorrance Township Planning Commission; 2025-10-08(day): other=filed by Brewster Land Company, LLC; 2026-01-27(day): public_hearing_held=planned by Dorrance Township"
Bitfarm Bitcoin Panther Creek,Nesquehoning,PA,Carbon,40.8556,-75.8781,Operating,60-80,BitFarms/T5,5,2025,2025-08-05,fully_operational|other|project_announced,2025(year): fully_operational=n_a by Bitfarms Ltd.; 2025(year): other=approved by Bitfarms Ltd.; 2025-08-05(day): project_announced=n_a by Bitfarms Ltd.; 2025-08-05(day): other=approved by Bitfarms Ltd. / T5 Data Centers; 2025-08-05(day): other=in_progress by Bitfarms Ltd. / T5 Data Centers
Bitfarms AI,Nesquehoning,PA,Carbon,40.85592,-75.87033,Proposed,,Bitfarms,3,2025-11,2025-11-20,other|project_announced|public_hearing_held,2025-11(month): public_hearing_held=n_a by Bitfarms; 2025-11-20(day): project_announced=planned by Bitfarms; 2025-11-20(day): other=n_a by Bitfarms
KRNL Data Center,New Castle Twp,PA,Schuylkill,40.7742,-76.235,Proposed,,,2,<UNKNOWN>,<UNKNOWN>,land_purchased|project_announced,<UNKNOWN>(year): project_announced=n_a by KRNL; <UNKNOWN>(year): land_purchased=in_progress by KRNL
Upper Burrell Data Center/TECfusions Keystone Connect,New Kensington (Upper Burrell),PA,Westmoreland,40.5489,-79.6466,Expanding,"12-3,000",TECfusions,4,2024-12-02,2026-01-14,land_purchased|other|project_announced,2024-12-02(day): land_purchased=approved by TECfusions; 2025-01(month): other=approved by Pennsylvania Redevelopment Assistance Capital Program (RACP); 2025-01-14(day): project_announced=n_a by TECfusions; 2026-01-14(day): other=n_a by TensorWave
Tierpoint Valley Forge Data Center,Norristown,PA,Montgomery,40.1223,-75.42087,Operating,,Tierpoint,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Tierpoint
365 Data Centers Philadelphia (Downtown) Data Center,Philadelphia,PA,Philadelphia,39.962574,-75.16374,Operating,10,365 Data Centers,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by 365 Data Centers
H5 Philadelphia Data Center,Philadelphia,PA,Philadelphia,39.96254,-75.16369,Operating,,H5 Data Centers,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by H5 Data Centers
Lumen Philadelphia 1,Philadelphia,PA,Philadelphia,39.959843,-75.160965,Operating,,Lumen,0,,,,
Lumen Philadelphia 2,Philadelphia,PA,Philadelphia,39.951508,-75.15258,Operating,,Lumen,0,,,,
Lumen Philadelphia 3,Philadelphia,PA,Philadelphia,39.95495,-75.1846,Operating,,Lumen,0,,,,
Lumen Philadelphia 4,Philadelphia,PA,Philadelphia,39.95055,-75.18009,Operating,,Lumen,0,,,,
Netrality Philadelphia (Downtown) Data Center,Philadelphia,PA,Philadelphia,39.960106,-75.161545,Operating,,Netrality,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Netrality
